NAME,UID,COURSE
Mila Moore,u0000659,LAWS0386 BIOL0255 HIST0449 CHEM0467 ENGN0152 COMP0478 PHYS0251 CBEA0287 ENGN0134 CBEA0297 BIOL0219 MGMT0014 CBEA0300 PHYS0148 MGMT0125 COMP0199
Maria Miller,u0000660,ENGN0313 MATH0473 BIOL0114 MGMT0453 BUSN0366 MGMT0464 HIST0355 HIST0216 CHEM0317
Sofia Brown,u0000661,CBEA0018 HIST0078 LAWS0197 HIST0413 COMP0347 ENGN0351 BUSN0454 CBEA0297 CHEM0462 COMP0179 CBEA0102
Aria Taylor,u0000662,BIOL0247 BIOL0401 CHEM0415 LAWS0094 CBEA0162 CHEM0469 BUSN0058 LAWS0421 PHYS0132 MATH0491 LAWS0386 BUSN0380
Athena Jones,u0000663,LAWS0167 ENGN0072 HIST0413 BUSN0289 BUSN0299 CHEM0222 BUSN0374 MGMT0014 ENGN0344 BIOL0305
Eleanor Smith,u0000664,BUSN0064 PHYS0137 BIOL0286 BUSN0396 LAWS0397 HIST0012 LAWS0009 COMP0347 MATH0357 MATH0023 MATH0051 MGMT0284 MATH0491 BUSN0101 PHYS0246 HIST0263 BUSN0074
Ximena Brown,u0000665,CBEA0018 MGMT0155 ENGN0378 HIST0376 HIST0482 MGMT0107 COMP0249 PHYS0267 LAWS0228 CBEA0471 BUSN0166 CHEM0371 BIOL0438 MGMT0476 LAWS0421 COMP0474 MATH0278 CBEA0316
Audrey Davis,u0000666,HIST0158 LAWS0063 HIST0413 PHYS0499 HIST0481 BUSN0299 BIOL0052 MATH0161 PHYS0271 BUSN0273
Hailey Davis,u0000667,MGMT0083 MATH0087 BIOL0268 ENGN0275 MGMT0345 LAWS0228 MATH0373 COMP0478 COMP0494 CHEM0375 CHEM0133 CBEA0326 BUSN0043 CHEM0238 BUSN0101 ENGN0435 CHEM0217
Emily Miller,u0000668,BIOL0109 CBEA0018 MGMT0322 CHEM0349 PHYS0292 CBEA0294 CBEA0262 BUSN0066 ENGN0387 CBEA0131 LAWS0427 BIOL0265
Valeria Martinez,u0000669,LAWS0097 CHEM0036 MATH0422 CHEM0437 PHYS0015 MATH0053 HIST0414 BUSN0454 CBEA0297 PHYS0132 CBEA0048 MATH0150 HIST0128
Arielle Smith,u0000670,CBEA0293 CHEM0319 ENGN0272 HIST0365 CBEA0294 HIST0189 ENGN0399 COMP0483 COMP0147 MATH0029 BIOL0219 MGMT0270 ENGN0445 MATH0079
Rylee Williams,u0000671,BIOL0452 CHEM0084 BIOL0221 BIOL0286 COMP0356 PHYS0267 PHYS0276 ENGN0351 MGMT0434 LAWS0451 BUSN0101 MATH0278 CHEM0467 CBEA0416
Alexa Moore,u0000672,MGMT0322 BUSN0227 HIST0176 CHEM0388 MATH0342 ENGN0346 BUSN0291 BUSN0195 MGMT0281 BUSN0339 PHYS0213 HIST0311 LAWS0427 COMP0199
Sophie Rodriguez,u0000673,BIOL0401 MGMT0332 MATH0361 MATH0022 ENGN0185 CHEM0389 CHEM0013 LAWS0009 HIST0360 BIOL0052 BUSN0291 HIST0128 BIOL0305
Samantha Miller,u0000674,BUSN0205 MGMT0233 MGMT0024 CBEA0359 HIST0449 MGMT0420 LAWS0228 PHYS0383 COMP0151 MGMT0284 PHYS0446 BUSN0259
Kayla Jones,u0000675,MGMT0181 MGMT0155 MGMT0322 CBEA0423 PHYS0137 BIOL0175 CBEA0048 PHYS0499 COMP0136 CHEM0013 BUSN0208 ENGN0050 BUSN0260 ENGN0377 MATH0023 ENGN0399 ENGN0093 CHEM0437
Haley Garcia,u0000676,BUSN0324 MATH0149 CBEA0162 PHYS0295 MATH0156 HIST0253 MGMT0296 ENGN0442 LAWS0465 HIST0237 MATH0051 ENGN0329 BUSN0407 HIST0482 MATH0140 CHEM0025 COMP0106
Emily Martinez,u0000677,CBEA0018 MATH0032 MGMT0155 LAWS0063 MGMT0215 COMP0290 MATH0450 LAWS0049 COMP0067 LAWS0154 PHYS0466 CHEM0220
Aaliyah Garcia,u0000678,ENGN0072 CHEM0394 BIOL0005 BIOL0286 MATH0361 MATH0210 HIST0481 ENGN0104 COMP0086 LAWS0228 CBEA0262 BUSN0339 ENGN0418 CBEA0297 COMP0067 PHYS0213 ENGN0173
Arianna Jones,u0000679,MGMT0155 MGMT0358 BIOL0175 CBEA0201 LAWS0081 PHYS0499 MGMT0345 MATH0062 HIST0360 ENGN0104 MGMT0468 CBEA0262 BUSN0339 CHEM0133 BIOL0255 BIOL0486 CBEA0424 MGMT0232
Samantha Martinez,u0000680,CBEA0018 ENGN0470 MGMT0464 HIST0355 COMP0147 MGMT0044 MGMT0209 CBEA0282 CHEM0312 CHEM0317 MATH0069
Norah Rodriguez,u0000681,MGMT0322 MGMT0083 MATH0212 CBEA0201 BIOL0204 MATH0342 ENGN0152 PHYS0276 ENGN0104 BUSN0497 PHYS0383 PHYS0180 BUSN0335 COMP0459 ENGN0173 COMP0106
Amaya Brown,u0000682,LAWS0081 MATH0022 HIST0432 MGMT0107 BIOL0184 MGMT0157 BUSN0374 CHEM0206 MATH0161 MATH0225 CBEA0364 CBEA0169 MGMT0232
Vivian Moore,u0000683,PHYS0492 COMP0352 LAWS0063 HIST0126 BIOL0145 LAWS0026 LAWS0341 MATH0412 HIST0216 CBEA0364 ENGN0223
Allison Davis,u0000684,BIOL0401 CBEA0162 BIOL0214 HIST0177 COMP0478 CBEA0500 ENGN0387 MGMT0044 BUSN0335 BIOL0219 PHYS0495 BIOL0250 MATH0298
Harper Smith,u0000685,BUSN0384 MGMT0215 CHEM0207 HIST0012 MATH0357 ENGN0418 BUSN0291 PHYS0180 LAWS0154 ENGN0445 CBEA0416
Madison Wilson,u0000686,LAWS0124 MATH0429 BIOL0016 BIOL0286 ENGN0010 HIST0432 BIOL0052 ENGN0351 MATH0491 COMP0108 MGMT0281 MGMT0209 CBEA0300 BIOL0073 LAWS0218 PHYS0466 CBEA0424 CBEA0142
Adalyn Wilson,u0000687,ENGN0072 COMP0352 HIST0360 COMP0479 CBEA0241 ENGN0223
Jordyn Garcia,u0000688,CBEA0340 BIOL0127 LAWS0094 CHEM0080 ENGN0266 BUSN0400 CHEM0046 MGMT0464 LAWS0026 BIOL0475 BUSN0058 BIOL0438 COMP0147 MGMT0284 BUSN0259 HIST0224 CBEA0316
Khloe Davis,u0000689,BIOL0016 MGMT0024 COMP0347 CHEM0462 COMP0067 MGMT0322 MATH0032 COMP0352 BUSN0490 MATH0062 CHEM0046 MATH0412 CBEA0040 CBEA0300 CBEA0103 CHEM0388 ENGN0085 COMP0390 MATH0373 CBEA0417 CHEM0056 BIOL0073 BUSN0008
Kylie Rodriguez,u0000690,MGMT0024 PHYS0295 LAWS0465 CHEM0046 ENGN0104 BUSN0374 CBEA0231 CHEM0206 CHEM0375 PHYS0148 PHYS0410
Luna Smith,u0000691,CBEA0018 BIOL0401 CHEM0112 HIST0078 PHYS0137 MATH0022 ENGN0378 CBEA0448 BIOL0114 MGMT0120 COMP0290 BUSN0166 CBEA0239 ENGN0230 PHYS0410 ENGN0391
Emersyn Wilson,u0000692,BIOL0247 HIST0126 CHEM0369 LAWS0144 CBEA0359 CHEM0013 LAWS0009 HIST0189 LAWS0457 ENGN0134 LAWS0075 CHEM0025 BUSN0031 BIOL0265 CHEM0443
Olivia Smith,u0000693,ENGN0060 COMP0343 MGMT0358 CHEM0130 PHYS0330 MATH0461 MATH0422 CHEM0046 LAWS0393 BUSN0195 BUSN0031 PHYS0279 MATH0079
Eva Brown,u0000694,CHEM0084 CHEM0472 COMP0460 MATH0342 PHYS0395 COMP0479 BIOL0184 CHEM0371 COMP0494 PHYS0071 PHYS0495 HIST0128 COMP0320
Gabriella Rodriguez,u0000695,CHEM0112 LAWS0097 BUSN0064 PHYS0137 BUSN0324 CHEM0319 COMP0390 MATH0412 BUSN0259 MATH0491 PHYS0071
Melanie Taylor,u0000696,CBEA0423 ENGN0327 MATH0087 BIOL0145 BUSN0396 CHEM0480 BIOL0268 CBEA0021 ENGN0050 ENGN0104 MATH0280 LAWS0381 BUSN0163 COMP0147 MGMT0044 ENGN0093 CBEA0038
Genesis Davis,u0000697,PHYS0113 CHEM0269 BIOL0005 CHEM0046 LAWS0385 MGMT0362 MGMT0044 PHYS0398 CHEM0056 CHEM0312 CBEA0102 BIOL0265 COMP0187 MATH0068
Katherine Taylor,u0000698,COMP0249 ENGN0104 MATH0450 BIOL0073 COMP0474 BIOL0250 CBEA0194
Eleanor Taylor,u0000699,ENGN0445 CBEA0293 HIST0485 COMP0306 CHEM0046 CHEM0443 MGMT0464 ENGN0329 MGMT0284 MATH0450 BUSN0447 LAWS0154 CHEM0325 MGMT0302 MATH0079
Josephine Williams,u0000700,BIOL0247 BUSN0324 COMP0479 MGMT0014 BUSN0101 ENGN0344 MGMT0232 ENGN0135 MATH0032 ENGN0192 HIST0176 CHEM0141 CBEA0282 PHYS0213 MATH0258 HIST0256 HIST0126 MGMT0453 MATH0373 MGMT0362
Makayla Johnson,u0000701,MATH0308 CHEM0349 BIOL0114 CBEA0294 MATH0023 CHEM0371 LAWS0049 ENGN0173
Liliana Miller,u0000702,BIOL0286 LAWS0063 PHYS0292 PHYS0499 BUSN0407 HIST0070 COMP0392 CBEA0300 LAWS0421 PHYS0213
Logan Jones,u0000703,BUSN0384 LAWS0026 CBEA0282 CHEM0206 CHEM0238 MATH0150 MATH0068
Anastasia Moore,u0000704,PHYS0492 ENGN0470 BUSN0318 ENGN0010 BIOL0463 BUSN0208 BUSN0260 CHEM0217 CHEM0443 COMP0478 BUSN0195 MGMT0209 CBEA0282 COMP0179 PHYS0410 HIST0263 CBEA0038
Layla Garcia,u0000705,PHYS0492 MATH0429 CHEM0112 LAWS0171 CHEM0480 LAWS0081 LAWS0144 PHYS0499 PHYS0267 BUSN0259 BIOL0219 COMP0129 CHEM0025
Lily Johnson,u0000706,MGMT0198 ENGN0327 CHEM0269 BIOL0168 LAWS0117 HIST0012 BIOL0052 LAWS0228 BUSN0166 CBEA0294 LAWS0381 COMP0494 CBEA0169
Addison Taylor,u0000707,MATH0020 HIST0188 BUSN0165 CBEA0448 BIOL0082 ENGN0152 HIST0301 CBEA0417 BIOL0486 BUSN0195 COMP0494 CHEM0312 CHEM0130 CBEA0316
Nevaeh Wilson,u0000708,MGMT0181 COMP0092 ENGN0379 BIOL0175 CBEA0201 HIST0406 LAWS0144 CBEA0021 HIST0177 COMP0478 HIST0355 MATH0412 COMP0392 COMP0494 CHEM0206 BIOL0219 BUSN0380
Luna Wilson,u0000709,CBEA0038 COMP0136 CHEM0080 CHEM0013 BUSN0339 CHEM0056 PHYS0132 BIOL0073 CBEA0307 PHYS0446 MATH0069
Genesis Martinez,u0000710,ENGN0470 HIST0126 CBEA0162 CHEM0389 MATH0357 ENGN0419 CBEA0424 CBEA0300 HIST0224 BIOL0265 CBEA0194 MATH0059
Adalyn Moore,u0000711,LAWS0124 CHEM0350 BIOL0019 LAWS0063 LAWS0171 HIST0041 CHEM0388 LAWS0009 HIST0360 MGMT0453 BUSN0240 LAWS0143 BIOL0250 CHEM0130 LAWS0264 CHEM0443
Sophie Smith,u0000712,BUSN0425 CBEA0340 CHEM0350 BIOL0286 BIOL0196 HIST0253 LAWS0117 BUSN0400 BUSN0366 ENGN0458 COMP0179 COMP0187
Riley Johnson,u0000713,ENGN0135 MGMT0155 COMP0352 MATH0473 MGMT0296 COMP0347 LAWS0095 MATH0057 HIST0355 LAWS0451 MGMT0284 ENGN0230 HIST0224 PHYS0337
Delilah Rodriguez,u0000714,CBEA0423 ENGN0327 BIOL0034 BIOL0401 CHEM0369 MATH0429 BIOL0214 BIOL0250 BIOL0114 ENGN0266 BIOL0184 HIST0301 MATH0373 HIST0355 BIOL0438 CBEA0326 LAWS0154 BUSN0273
Claire Wilson,u0000715,MGMT0024 BUSN0318 BIOL0145 CHEM0319 BIOL0268 PHYS0314 PHYS0267 COMP0147 BUSN0146 LAWS0386 MATH0354
Aubrey Wilson,u0000716,CBEA0018 LAWS0063 MATH0022 MGMT0215 CHEM0389 CBEA0408 MATH0051 MATH0091 ENGN0173 HIST0404
Margaret Brown,u0000717,MGMT0181 MGMT0358 MATH0422 CBEA0294 ENGN0104 HIST0177 COMP0390 MATH0051 CHEM0116 HIST0216 MATH0033 BIOL0115 MATH0161 CBEA0131 MGMT0209 CBEA0287 CHEM0130 CBEA0038
Rylee Rodriguez,u0000718,ENGN0313 MGMT0332 BIOL0096 BIOL0088 MGMT0464 HIST0237 PHYS0446 LAWS0075 CHEM0402 ENGN0138 CHEM0462 COMP0199
Mckenzie Smith,u0000719,LAWS0202 CBEA0162 CHEM0037 LAWS0254 HIST0189 BUSN0454 COMP0290 CHEM0375 COMP0320 CHEM0321 MATH0079
Victoria Jones,u0000720,CBEA0018 PHYS0090 CHEM0036 BIOL0286 COMP0252 CHEM0319 HIST0253 BUSN0366 CBEA0186 CBEA0262 MGMT0209 PHYS0446 ENGN0223 COMP0179 MATH0298 CHEM0317 LAWS0226
Leah Johnson,u0000721,PHYS0492 COMP0352 PHYS0292 HIST0126 COMP0483 BIOL0219 CHEM0462 LAWS0154 BIOL0305 HIST0432
Alice Miller,u0000722,MGMT0322 BIOL0034 BIOL0019 PHYS0137 MATH0087 ENGN0436 CHEM0443 LAWS0451 CHEM0469 ENGN0134 CHEM0462 COMP0106
Charlotte Garcia,u0000723,CBEA0018 MATH0342 MGMT0453 MATH0373 CBEA0239 BUSN0042 BUSN0374 BIOL0073 PHYS0148 BUSN0008
Gabriella Smith,u0000724,CBEA0423 CBEA0245 COMP0092 MGMT0024 HIST0413 ENGN0272 BUSN0366 HIST0121 MGMT0284 MGMT0044 HIST0498 CHEM0056 ENGN0223 CHEM0462 COMP0242 CHEM0325
Amaya Smith,u0000725,MGMT0181 PHYS0027 COMP0479 PHYS0276 ENGN0104 BIOL0172 PHYS0028 CBEA0131 LAWS0386 PHYS0213 MGMT0125 MATH0059
Alina Johnson,u0000726,CBEA0018 CHEM0349 HIST0158 MATH0212 ENGN0378 BIOL0096 COMP0347 LAWS0095 ENGN0418 BIOL0486 CBEA0231 MATH0140 CHEM0056 BIOL0219 BUSN0031
Sarah Wilson,u0000727,CHEM0248 BUSN0064 ENGN0379 CHEM0415 MATH0473 CHEM0207 CBEA0021 ENGN0418 BUSN0374 MATH0029 BUSN0447 CBEA0123
Emma Garcia,u0000728,ENGN0470 MGMT0083 CHEM0130 LAWS0202 HIST0076 MATH0473 ENGN0085 BIOL0268 MGMT0464 COMP0108 MATH0491 ENGN0445 BUSN0008 CHEM0467 MATH0298
Elena Smith,u0000729,ENGN0379 BUSN0490 CHEM0046 BIOL0052 BUSN0291 MATH0412 BIOL0438 CBEA0500 BUSN0099 ENGN0138
Eliana Williams,u0000730,CHEM0477 CBEA0017 BIOL0019 LAWS0063 CHEM0394 BIOL0145 MGMT0215 MATH0422 MATH0342 BUSN0454 CBEA0186 BUSN0339 COMP0483 BIOL0219 MATH0278 MGMT0125 MATH0164
Ruby Miller,u0000731,HIST0413 PHYS0267 LAWS0385 LAWS0341 BUSN0098 CBEA0182 LAWS0049 BUSN0259 ENGN0230 BUSN0101 CHEM0025 MATH0164
Ava Williams,u0000732,HIST0256 CHEM0349 COMP0479 ENGN0377 COMP0290 MATH0051 COMP0151 PHYS0180 MATH0059 BIOL0486 CBEA0316 CHEM0217
Riley Williams,u0000733,CBEA0423 BIOL0145 MGMT0302 CHEM0037 BIOL0082 BIOL0463 CHEM0441 CBEA0231 MATH0178 LAWS0218 BIOL0250 COMP0105 LAWS0226 HIST0432
Mia Smith,u0000734,BUSN0205 BIOL0247 COMP0203 MATH0020 CHEM0036 CHEM0349 HIST0485 MGMT0296 ENGN0399 BUSN0259 PHYS0132 PHYS0148 BIOL0488
Ivy Garcia,u0000735,BIOL0247 CHEM0248 LAWS0171 HIST0334 HIST0041 BIOL0168 MATH0373 LAWS0381 BUSN0195 CBEA0471 BUSN0335 CBEA0424 LAWS0226 MATH0059
Amaya Wilson,u0000736,BUSN0227 LAWS0397 CHEM0388 ENGN0275 BUSN0208 BIOL0283 BIOL0172 MATH0357 ENGN0442 LAWS0381 CHEM0371 ENGN0223 ENGN0344 CBEA0424
Samantha Brown,u0000737,CBEA0018 LAWS0167 MATH0087 MATH0022 MATH0210 MATH0156 MGMT0453 LAWS0026 MATH0357 BUSN0291 CHEM0469 CBEA0231 CHEM0462 ENGN0336 COMP0105
Melanie Williams,u0000738,CBEA0018 CHEM0084 MATH0053 BIOL0475 COMP0478 PHYS0028 BUSN0240 HIST0498 MATH0161 ENGN0336 PHYS0466 LAWS0045
Sophia Taylor,u0000739,MATH0032 ENGN0327 LAWS0063 LAWS0171 CBEA0201 HIST0365 CHEM0389 ENGN0093 BIOL0088 COMP0290 LAWS0451 CHEM0489 CBEA0048
Charlotte Davis,u0000740,LAWS0124 ENGN0055 MATH0087 ENGN0378 BIOL0114 BUSN0497 LAWS0228 COMP0067 CBEA0169
Skylar Miller,u0000741,MGMT0198 BIOL0247 PHYS0292 BUSN0165 HIST0253 COMP0235 BUSN0166 MATH0412 MATH0278 CBEA0142
Sarah Smith,u0000742,MGMT0198 CBEA0245 BIOL0221 CBEA0293 CHEM0080 MATH0156 CHEM0487 MGMT0014 LAWS0154 ENGN0445
Ayla Williams,u0000743,ENGN0327 BUSN0277 PHYS0330 CBEA0111 CBEA0162 CHEM0319 MATH0053 MATH0156 BUSN0400 BIOL0052 MGMT0468 BUSN0497 LAWS0049 ENGN0230 HIST0128 HIST0224 CHEM0035
Emma Brown,u0000744,CBEA0245 CHEM0472 ENGN0266 BUSN0066 MGMT0284 CBEA0300 BIOL0219 BUSN0193 BUSN0031
Stella Davis,u0000745,CBEA0245 ENGN0379 ENGN0010 CBEA0186 BUSN0058 MGMT0281 CBEA0282 ENGN0138 BUSN0031 COMP0199
Delilah Davis,u0000746,CBEA0245 MGMT0215 CHEM0388 BIOL0168 BUSN0400 CHEM0443 MGMT0236 MGMT0428 CBEA0500 CHEM0402 CBEA0102 CHEM0130 HIST0432
Avery Brown,u0000747,CBEA0293 PHYS0090 MATH0422 HIST0449 HIST0482 COMP0479 CBEA0471 BUSN0291 MGMT0362 CBEA0131 CHEM0217
Avery Davis,u0000748,BUSN0205 BIOL0145 CBEA0201 BIOL0463 HIST0449 CHEM0013 ENGN0458 ENGN0426 LAWS0451 BUSN0195 CHEM0375 CHEM0133 COMP0348 ENGN0230 CHEM0317 BUSN0380 CHEM0217
Elena Garcia,u0000749,BUSN0205 CBEA0245 MGMT0358 BIOL0204 MATH0022 COMP0372 CHEM0037 HIST0311 COMP0249 CBEA0239 PHYS0398 ENGN0173
Addison Wilson,u0000750,PHYS0279 PHYS0113 LAWS0063 LAWS0171 LAWS0397 PHYS0499 HIST0360 CBEA0065 BUSN0407 HIST0355 MGMT0428 ENGN0134 BIOL0255 CBEA0123 BIOL0305 PHYS0071 COMP0199
Kayla Williams,u0000751,BIOL0431 PHYS0137 HIST0485 CHEM0405 CHEM0207 ENGN0266 LAWS0117 MATH0062 BUSN0273 MATH0412 COMP0392 MGMT0044 MGMT0484 CBEA0102 BUSN0380 COMP0199 CBEA0038
Ashley Garcia,u0000752,PHYS0330 LAWS0081 HIST0482 COMP0249 MATH0057 HIST0070 COMP0494 COMP0147 COMP0151 PHYS0495 CBEA0448 ENGN0138
Peyton Garcia,u0000753,BIOL0401 MGMT0358 BIOL0175 BUSN0165 CHEM0319 MGMT0107 LAWS0333 CHEM0388 ENGN0050 MGMT0236 MGMT0434 CHEM0469 COMP0478 MGMT0284 BIOL0486 LAWS0075 HIST0243
Addison Davis,u0000754,BIOL0247 PHYS0368 BIOL0034 MGMT0332 MGMT0358 LAWS0397 LAWS0144 PHYS0001 COMP0086 BIOL0184 BUSN0259 MGMT0014 COMP0474 PHYS0071 CBEA0142
Natalie Wilson,u0000755,MGMT0198 BIOL0247 BIOL0034 BIOL0005 HIST0078 ENGN0272 CBEA0021 ENGN0377 BUSN0163 CBEA0239 COMP0483 BUSN0008 MGMT0125
Lily Garcia,u0000756,MGMT0181 CHEM0269 BUSN0324 MATH0022 CBEA0162 LAWS0095 COMP0067 MATH0308 HIST0355 LAWS0254 MGMT0358 BUSN0400 CBEA0186 BUSN0380 MATH0079 PHYS0113 CHEM0037 BUSN0260 LAWS0341 BUSN0043 MATH0069
Josephine Smith,u0000757,CBEA0038 CBEA0416 MATH0149 ENGN0085 LAWS0333 MATH0422 ENGN0050 COMP0235 CBEA0262 BUSN0291 ENGN0093 LAWS0218 HIST0128 CBEA0316 MATH0079
Melanie Brown,u0000758,MGMT0181 CHEM0349 LAWS0097 CHEM0141 BIOL0145 MATH0212 ENGN0379 CHEM0080 MGMT0453 LAWS0393 BUSN0166 PHYS0211 HIST0355 MATH0091 BUSN0008 MATH0079
Lyla Moore,u0000759,ENGN0072 HIST0158 CBEA0359 MGMT0107 CBEA0011 ENGN0353 LAWS0026 ENGN0426 HIST0070 MGMT0284 MGMT0209 PHYS0446 PHYS0148 CBEA0316 CHEM0321 HIST0432
Ariana Williams,u0000760,CHEM0477 HIST0188 CHEM0139 CHEM0405 BUSN0490 CBEA0294 MGMT0464 MATH0357 LAWS0341 CBEA0310 CBEA0102 PHYS0279
Caroline Miller,u0000761,CBEA0245 ENGN0378 CHEM0480 BIOL0305 LAWS0026 BUSN0098 MGMT0281 ENGN0344 COMP0129 CBEA0048 CBEA0102 CHEM0025 COMP0187 CBEA0424
Charlotte Taylor,u0000762,MGMT0322 LAWS0171 MATH0422 CHEM0037 MGMT0296 COMP0479 PHYS0276 ENGN0399 BUSN0366 CHEM0116 MATH0178 HIST0311 COMP0320 CBEA0331 HIST0382
Harper Wilson,u0000763,CHEM0350 BIOL0315 BIOL0221 BIOL0175 ENGN0436 LAWS0144 BUSN0289 MATH0156 HIST0012 ENGN0152 MGMT0236 BUSN0407 BUSN0195 BUSN0374 BUSN0099 CBEA0102 BIOL0265
Giselle Taylor,u0000764,BIOL0109 BIOL0452 BUSN0064 COMP0493 CHEM0037 MATH0244 CHEM0319 BUSN0400 CHEM0467 HIST0177 COMP0390 BUSN0240 BUSN0335 MATH0140 MATH0079 BIOL0265 COMP0106
Rylee Johnson,u0000765,ENGN0470 COMP0343 LAWS0144 MATH0244 CHEM0388 MATH0057 PHYS0383 BUSN0407 CBEA0231 CBEA0300 CBEA0102 MATH0288 COMP0199 LAWS0045
Khloe Williams,u0000766,BIOL0034 LAWS0171 CHEM0394 CHEM0388 ENGN0266 MGMT0296 LAWS0385 CBEA0262 CBEA0300 PHYS0495 PHYS0148 CHEM0443
Peyton Rodriguez,u0000767,ENGN0072 COMP0320 CBEA0021 MATH0053 MGMT0120 LAWS0341 BUSN0380 COMP0105 ENGN0391
Charlotte Brown,u0000768,BIOL0221 BIOL0127 ENGN0055 HIST0126 CHEM0269 HIST0414 MGMT0453 BUSN0407 HIST0121 COMP0147 BIOL0073 MATH0278
Ashley Johnson,u0000769,MGMT0181 CHEM0269 LAWS0063 CHEM0036 PHYS0292 ENGN0379 BIOL0082 MATH0370 COMP0147 MGMT0281 CBEA0282 LAWS0075 ENGN0173 CBEA0142
Sophie Jones,u0000770,COMP0356 HIST0406 CHEM0415 CHEM0013 BUSN0339 PHYS0398 CBEA0300 HIST0382 COMP0105 CHEM0321
Eva Davis,u0000771,LAWS0100 BIOL0463 PHYS0295 HIST0449 CBEA0018 MGMT0296 HIST0360 HIST0121 CBEA0048 LAWS0063 CHEM0437 CBEA0416 MATH0429 BIOL0221 ENGN0055 CHEM0480 CHEM0415 COMP0460 HIST0481
Ashley Rodriguez,u0000772,CBEA0416 COMP0352 MATH0361 COMP0356 ENGN0439 PHYS0337 BUSN0208 LAWS0117 BIOL0184 CHEM0217 PHYS0028 BUSN0058 HIST0355 ENGN0344 ENGN0134 COMP0242 BUSN0031 COMP0106
Ayla Jones,u0000773,ENGN0379 BUSN0384 HIST0413 BIOL0196 MGMT0296 HIST0012 CHEM0046 COMP0249 LAWS0026 BUSN0304 MATH0342 ENGN0328 ENGN0134 CBEA0048 COMP0187 CBEA0142
Willow Rodriguez,u0000774,LAWS0124 ENGN0060 MGMT0024 BIOL0286 CBEA0021 LAWS0117 CHEM0046 HIST0253 LAWS0393 MATH0023 MATH0051 MGMT0453 CBEA0282 CHEM0433 CHEM0130 BIOL0265
Allison Johnson,u0000775,CBEA0018 BIOL0088 BUSN0366 COMP0290 COMP0108 CBEA0471 HIST0077
Hannah Williams,u0000776,MATH0053 MATH0051 HIST0498 ENGN0344 ENGN0192 CHEM0389 CHEM0013 BIOL0109 HIST0078 BIOL0175 PHYS0292 ENGN0378 CBEA0011 COMP0249 ENGN0399 MGMT0157 ENGN0313 MATH0149 BIOL0096 LAWS0228 ENGN0134 MATH0091
Kayla Jones,u0000777,BUSN0425 CBEA0340 CHEM0248 HIST0376 BIOL0096 MGMT0107 MATH0342 HIST0301 CBEA0011 CHEM0046 PHYS0211 COMP0285 CHEM0371 MGMT0484 MATH0225 ENGN0093 CHEM0317 CBEA0424
Logan Taylor,u0000778,COMP0234 MATH0032 MGMT0024 MGMT0083 HIST0413 COMP0460 ENGN0275 COMP0347 LAWS0095 MGMT0468 PHYS0028 BUSN0291 HIST0355 BUSN0407 COMP0242
Jordyn Garcia,u0000779,CHEM0349 BUSN0324 COMP0147 CBEA0048 MATH0164
Athena Davis,u0000780,HIST0413 MGMT0107 BIOL0268 CBEA0471 BIOL0438 HIST0498 BUSN0259 PHYS0160 CBEA0018 PHYS0251 CHEM0443 ENGN0378 ENGN0185 LAWS0226 COMP0203 HIST0126 CHEM0415 CHEM0037 CHEM0207 BIOL0184 PHYS0383 ENGN0134 BIOL0073 MATH0298
Jordyn Miller,u0000781,MGMT0024 LAWS0397 ENGN0275 BUSN0122 BIOL0438 ENGN0344 HIST0404 MATH0244 MATH0280 CHEM0130 CHEM0139 MATH0212 LAWS0144 CHEM0133 CBEA0316 COMP0234 CHEM0394 COMP0306 PHYS0267 ENGN0351
Aubrey Williams,u0000782,ENGN0072 BIOL0016 MATH0022 BIOL0463 MGMT0236 CHEM0238 PHYS0160 BUSN0240 MGMT0434 MATH0354 MATH0210 PHYS0001 BUSN0042 CHEM0312 CHEM0437 HIST0311 COMP0136 BUSN0291 COMP0047 CHEM0206 CHEM0056
Julia Taylor,u0000783,CHEM0349 ENGN0379 MATH0212 LAWS0100 LAWS0081 MGMT0061 BUSN0299 PHYS0395 BIOL0184 BUSN0454 COMP0290 COMP0478 PHYS0006 PHYS0211 CHEM0433 BUSN0101 BUSN0191
Skylar Garcia,u0000784,CBEA0293 CHEM0139 BIOL0145 HIST0110 CHEM0207 HIST0153 BUSN0407 MGMT0362 BIOL0250 BUSN0411 MATH0079
Isabelle Garcia,u0000785,BIOL0247 MGMT0233 COMP0343 BIOL0401 COMP0136 LAWS0333 MGMT0159 ENGN0442 MGMT0236 BUSN0195 CHEM0133 MGMT0209 CHEM0402 PHYS0071 COMP0199 LAWS0226
Clara Smith,u0000786,CHEM0349 COMP0352 MATH0087 COMP0306 HIST0334 MATH0156 CHEM0440 BIOL0052 ENGN0418 ENGN0344 MGMT0209 COMP0459 CBEA0102 PHYS0213 CHEM0035 CHEM0467 MGMT0232
Aubrey Jones,u0000787,LAWS0063 BUSN0240 BUSN0166 CHEM0371 BUSN0098 ENGN0093 BUSN0031 CHEM0321 CBEA0331 LAWS0226 MGMT0232
Camila Taylor,u0000788,MGMT0155 MATH0022 MATH0357 BIOL0305 CHEM0035 BIOL0196 BUSN0374 CBEA0048 CHEM0248 HIST0485 BUSN0400 CBEA0186 BUSN0042 CHEM0312 CBEA0169 MATH0059 CHEM0084 ENGN0442 ENGN0351 MGMT0044 COMP0242
